graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,X,Y,Z
0,0,0,True,False,False,1.0,0.0,0.0,0.0,106.351814,85.877052,-1.0
0,1,0,True,False,False,1.0,0.0,0.0,0.0,86.351814,105.877052,-1.0
0,2,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,112.863251,19.5
0,3,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,81.091892,13.5
0,4,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,92.939461,4.5
0,5,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,85.041084,4.5
0,6,0,True,False,False,1.0,0.0,0.0,0.0,86.351814,85.877052,-1.0
0,7,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,81.091892,22.5
0,8,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,112.863251,22.5
0,9,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,104.863251,22.5
0,10,0,True,False,False,0.0,1.0,0.0,0.0,98.605034,125.363251,4.5
0,11,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,88.990272,22.5
0,12,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,88.990272,13.5
0,13,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,112.863251,16.5
0,14,0,True,False,False,0.0,0.0,0.0,1.0,91.355037,125.391056,4.5
0,15,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,112.863251,10.5
0,16,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,96.888653,10.5
0,17,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,88.990272,4.5
0,18,0,True,False,False,1.0,0.0,0.0,0.0,106.351814,75.877052,-1.0
0,19,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,92.939461,16.5
0,20,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,120.863251,16.5
0,21,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,92.939461,22.5
0,22,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,108.863251,4.5
0,23,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,88.990272,16.5
0,24,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,85.041084,19.5
0,25,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,96.888653,1.5
0,26,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,116.863251,19.5
0,27,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,116.863251,13.5
0,28,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,96.888653,1.5
0,29,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,92.939461,13.5
0,30,0,True,False,False,0.0,0.0,1.0,0.0,95.629402,100.863251,12.596335
0,31,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,112.863251,1.5
0,32,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,108.863251,13.5
0,33,0,True,False,False,1.0,0.0,0.0,0.0,106.351814,125.877049,-1.0
0,34,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,81.091892,19.5
0,35,0,True,False,False,1.0,0.0,0.0,0.0,116.351814,85.877052,-1.0
0,36,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,92.939461,16.5
0,37,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,112.863251,19.5
0,38,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,96.888653,10.5
0,39,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,104.863251,13.5
0,40,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,81.091892,1.5
0,41,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,88.990273,16.5
0,42,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,108.863251,19.5
0,43,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,116.863251,10.5
0,44,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,116.863251,7.5
0,45,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,120.863251,16.5
0,46,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,104.863251,4.5
0,47,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,116.863251,1.5
0,48,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,116.863251,4.5
0,49,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,85.041084,19.5
0,50,0,True,False,False,1.0,0.0,0.0,0.0,106.351814,105.877052,-1.0
0,51,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,96.888653,22.5
0,52,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,116.863251,16.5
0,53,0,True,False,False,1.0,0.0,0.0,0.0,86.351814,95.877052,-1.0
0,54,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,88.990273,19.5
0,55,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,81.091892,4.5
0,56,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,120.863251,1.5
0,57,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,96.888653,7.5
0,58,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,85.041084,13.5
0,59,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,96.888653,4.5
0,60,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,112.863251,19.5
0,61,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,112.863251,10.5
0,62,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,96.888653,16.5
0,63,0,True,False,False,1.0,0.0,0.0,0.0,96.351814,75.877052,-1.0
0,64,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,77.117294,12.596335
0,65,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,92.939461,10.5
0,66,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,81.091892,7.5
0,67,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,120.863251,10.5
0,68,0,True,False,False,0.0,0.0,1.0,0.0,95.355034,112.863251,10.5
0,69,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,104.863251,19.5
0,70,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,104.863251,19.5
0,71,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,112.863251,13.5
0,72,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,88.990272,4.5
0,73,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,92.939461,7.5
0,74,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,88.990273,10.5
0,75,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,108.863251,7.5
0,76,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,92.939461,10.5
0,77,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,116.863251,10.5
0,78,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,81.091892,1.5
0,79,0,True,False,False,1.0,0.0,0.0,0.0,96.351814,95.877052,-1.0
0,80,0,True,False,False,0.0,1.0,0.0,0.0,92.105034,125.363251,10.5
0,81,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,92.939461,1.5
0,82,0,True,False,False,0.0,1.0,0.0,0.0,92.105034,125.363251,19.5
0,83,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,120.863251,10.5
0,84,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,108.863251,19.5
0,85,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,88.990272,1.5
0,86,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,88.990273,19.5
0,87,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,108.863251,1.5
0,88,0,True,False,False,1.0,0.0,0.0,0.0,116.351814,125.877049,-1.0
0,89,0,True,False,False,0.0,1.0,0.0,0.0,100.230034,120.863251,4.5
0,90,0,True,False,False,0.0,1.0,0.0,0.0,90.480034,112.863251,13.5
