graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,12,73,0,True,False,False
0,73,12,0,True,False,False
0,73,72,0,True,False,False
0,72,73,0,True,False,False
0,12,106,0,True,False,False
0,106,12,0,True,False,False
0,106,109,0,True,False,False
0,109,106,0,True,False,False
0,106,58,0,True,False,False
0,58,106,0,True,False,False
0,106,26,0,True,False,False
0,26,106,0,True,False,False
0,106,7,0,True,False,False
0,7,106,0,True,False,False
0,90,106,0,True,False,False
0,106,90,0,True,False,False
0,106,80,0,True,False,False
0,80,106,0,True,False,False
0,106,30,0,True,False,False
0,30,106,0,True,False,False
0,106,72,0,True,False,False
0,72,106,0,True,False,False
0,106,55,0,True,False,False
0,55,106,0,True,False,False
0,112,69,0,True,False,False
0,69,112,0,True,False,False
0,91,112,0,True,False,False
0,112,91,0,True,False,False
0,112,90,0,True,False,False
0,90,112,0,True,False,False
0,7,5,0,True,False,False
0,5,7,0,True,False,False
0,90,87,0,True,False,False
0,87,90,0,True,False,False
0,52,90,0,True,False,False
0,90,52,0,True,False,False
0,87,109,0,True,False,False
0,109,87,0,True,False,False
0,109,49,0,True,False,False
0,49,109,0,True,False,False
0,109,20,0,True,False,False
0,20,109,0,True,False,False
0,109,71,0,True,False,False
0,71,109,0,True,False,False
0,109,111,0,True,False,False
0,111,109,0,True,False,False
0,109,46,0,True,False,False
0,46,109,0,True,False,False
0,52,12,0,True,False,False
0,12,52,0,True,False,False
0,91,52,0,True,False,False
0,52,91,0,True,False,False
0,72,48,0,True,False,False
0,48,72,0,True,False,False
0,72,9,0,True,False,False
0,9,72,0,True,False,False
0,72,101,0,True,False,False
0,101,72,0,True,False,False
0,72,20,0,True,False,False
0,20,72,0,True,False,False
0,72,74,0,True,False,False
0,74,72,0,True,False,False
0,72,65,0,True,False,False
0,65,72,0,True,False,False
0,72,2,0,True,False,False
0,2,72,0,True,False,False
0,55,110,0,True,False,False
0,110,55,0,True,False,False
0,80,66,0,True,False,False
0,66,80,0,True,False,False
0,69,14,0,True,False,False
0,14,69,0,True,False,False
0,69,87,0,True,False,False
0,87,69,0,True,False,False
0,87,54,0,True,False,False
0,54,87,0,True,False,False
0,14,54,0,True,False,False
0,54,14,0,True,False,False
0,30,18,0,True,False,False
0,18,30,0,True,False,False
0,58,15,0,True,False,False
0,15,58,0,True,False,False
0,26,95,0,True,False,False
0,95,26,0,True,False,False
0,76,82,0,True,False,False
0,82,76,0,True,False,False
0,76,38,0,True,False,False
0,38,76,0,True,False,False
0,76,96,0,True,False,False
0,96,76,0,True,False,False
0,49,76,0,True,False,False
0,76,49,0,True,False,False
0,83,76,0,True,False,False
0,76,83,0,True,False,False
0,38,82,0,True,False,False
0,82,38,0,True,False,False
0,38,4,0,True,False,False
0,4,38,0,True,False,False
0,38,70,0,True,False,False
0,70,38,0,True,False,False
0,38,37,0,True,False,False
0,37,38,0,True,False,False
0,99,38,0,True,False,False
0,38,99,0,True,False,False
0,38,23,0,True,False,False
0,23,38,0,True,False,False
0,38,21,0,True,False,False
0,21,38,0,True,False,False
0,49,38,0,True,False,False
0,38,49,0,True,False,False
0,86,38,0,True,False,False
0,38,86,0,True,False,False
0,38,104,0,True,False,False
0,104,38,0,True,False,False
0,38,84,0,True,False,False
0,84,38,0,True,False,False
0,38,102,0,True,False,False
0,102,38,0,True,False,False
0,83,99,0,True,False,False
0,99,83,0,True,False,False
0,43,83,0,True,False,False
0,83,43,0,True,False,False
0,83,81,0,True,False,False
0,81,83,0,True,False,False
0,49,83,0,True,False,False
0,83,49,0,True,False,False
0,9,107,0,True,False,False
0,107,9,0,True,False,False
0,107,27,0,True,False,False
0,27,107,0,True,False,False
0,107,33,0,True,False,False
0,33,107,0,True,False,False
0,101,75,0,True,False,False
0,75,101,0,True,False,False
0,75,27,0,True,False,False
0,27,75,0,True,False,False
0,75,36,0,True,False,False
0,36,75,0,True,False,False
0,68,64,0,True,False,False
0,64,68,0,True,False,False
0,17,64,0,True,False,False
0,64,17,0,True,False,False
0,64,33,0,True,False,False
0,33,64,0,True,False,False
0,15,0,0,True,False,False
0,0,15,0,True,False,False
0,15,29,0,True,False,False
0,29,15,0,True,False,False
0,15,28,0,True,False,False
0,28,15,0,True,False,False
0,2,1,0,True,False,False
0,1,2,0,True,False,False
0,49,113,0,True,False,False
0,113,49,0,True,False,False
0,49,42,0,True,False,False
0,42,49,0,True,False,False
0,49,35,0,True,False,False
0,35,49,0,True,False,False
0,49,68,0,True,False,False
0,68,49,0,True,False,False
0,49,19,0,True,False,False
0,19,49,0,True,False,False
0,49,40,0,True,False,False
0,40,49,0,True,False,False
0,49,96,0,True,False,False
0,96,49,0,True,False,False
0,49,99,0,True,False,False
0,99,49,0,True,False,False
0,49,29,0,True,False,False
0,29,49,0,True,False,False
0,49,43,0,True,False,False
0,43,49,0,True,False,False
0,49,47,0,True,False,False
0,47,49,0,True,False,False
0,49,34,0,True,False,False
0,34,49,0,True,False,False
0,20,49,0,True,False,False
0,49,20,0,True,False,False
0,49,32,0,True,False,False
0,32,49,0,True,False,False
0,49,86,0,True,False,False
0,86,49,0,True,False,False
0,49,59,0,True,False,False
0,59,49,0,True,False,False
0,49,102,0,True,False,False
0,102,49,0,True,False,False
0,111,49,0,True,False,False
0,49,111,0,True,False,False
0,35,8,0,True,False,False
0,8,35,0,True,False,False
0,19,35,0,True,False,False
0,35,19,0,True,False,False
0,35,47,0,True,False,False
0,47,35,0,True,False,False
0,59,57,0,True,False,False
0,57,59,0,True,False,False
0,59,40,0,True,False,False
0,40,59,0,True,False,False
0,59,108,0,True,False,False
0,108,59,0,True,False,False
0,59,29,0,True,False,False
0,29,59,0,True,False,False
0,59,97,0,True,False,False
0,97,59,0,True,False,False
0,99,60,0,True,False,False
0,60,99,0,True,False,False
0,99,53,0,True,False,False
0,53,99,0,True,False,False
0,99,10,0,True,False,False
0,10,99,0,True,False,False
0,99,81,0,True,False,False
0,81,99,0,True,False,False
0,99,103,0,True,False,False
0,103,99,0,True,False,False
0,99,11,0,True,False,False
0,11,99,0,True,False,False
0,34,99,0,True,False,False
0,99,34,0,True,False,False
0,32,99,0,True,False,False
0,99,32,0,True,False,False
0,99,25,0,True,False,False
0,25,99,0,True,False,False
0,99,61,0,True,False,False
0,61,99,0,True,False,False
0,57,6,0,True,False,False
0,6,57,0,True,False,False
0,110,57,0,True,False,False
0,57,110,0,True,False,False
0,108,57,0,True,False,False
0,57,108,0,True,False,False
0,29,57,0,True,False,False
0,57,29,0,True,False,False
0,57,98,0,True,False,False
0,98,57,0,True,False,False
0,97,57,0,True,False,False
0,57,97,0,True,False,False
0,66,57,0,True,False,False
0,57,66,0,True,False,False
0,40,34,0,True,False,False
0,34,40,0,True,False,False
0,34,88,0,True,False,False
0,88,34,0,True,False,False
0,34,16,0,True,False,False
0,16,34,0,True,False,False
0,29,34,0,True,False,False
0,34,29,0,True,False,False
0,43,34,0,True,False,False
0,34,43,0,True,False,False
0,34,114,0,True,False,False
0,114,34,0,True,False,False
0,34,41,0,True,False,False
0,41,34,0,True,False,False
0,34,98,0,True,False,False
0,98,34,0,True,False,False
0,34,24,0,True,False,False
0,24,34,0,True,False,False
0,34,45,0,True,False,False
0,45,34,0,True,False,False
0,34,85,0,True,False,False
0,85,34,0,True,False,False
0,68,94,0,True,False,False
0,94,68,0,True,False,False
0,29,68,0,True,False,False
0,68,29,0,True,False,False
0,68,43,0,True,False,False
0,43,68,0,True,False,False
0,68,33,0,True,False,False
0,33,68,0,True,False,False
0,102,39,0,True,False,False
0,39,102,0,True,False,False
0,102,62,0,True,False,False
0,62,102,0,True,False,False
0,102,93,0,True,False,False
0,93,102,0,True,False,False
0,19,102,0,True,False,False
0,102,19,0,True,False,False
0,102,3,0,True,False,False
0,3,102,0,True,False,False
0,102,67,0,True,False,False
0,67,102,0,True,False,False
0,96,102,0,True,False,False
0,102,96,0,True,False,False
0,102,22,0,True,False,False
0,22,102,0,True,False,False
0,102,47,0,True,False,False
0,47,102,0,True,False,False
0,102,89,0,True,False,False
0,89,102,0,True,False,False
0,102,92,0,True,False,False
0,92,102,0,True,False,False
0,71,108,0,True,False,False
0,108,71,0,True,False,False
0,77,94,0,True,False,False
0,94,77,0,True,False,False
0,94,33,0,True,False,False
0,33,94,0,True,False,False
0,20,17,0,True,False,False
0,17,20,0,True,False,False
0,66,6,0,True,False,False
0,6,66,0,True,False,False
0,29,79,0,True,False,False
0,79,29,0,True,False,False
0,5,29,0,True,False,False
0,29,5,0,True,False,False
0,29,6,0,True,False,False
0,6,29,0,True,False,False
0,110,29,0,True,False,False
0,29,110,0,True,False,False
0,29,0,0,True,False,False
0,0,29,0,True,False,False
0,29,27,0,True,False,False
0,27,29,0,True,False,False
0,29,97,0,True,False,False
0,97,29,0,True,False,False
0,29,28,0,True,False,False
0,28,29,0,True,False,False
0,29,36,0,True,False,False
0,36,29,0,True,False,False
0,29,33,0,True,False,False
0,33,29,0,True,False,False
0,74,63,0,True,False,False
0,63,74,0,True,False,False
0,110,6,0,True,False,False
0,6,110,0,True,False,False
0,111,113,0,True,False,False
0,113,111,0,True,False,False
0,54,111,0,True,False,False
0,111,54,0,True,False,False
0,20,113,0,True,False,False
0,113,20,0,True,False,False
0,20,77,0,True,False,False
0,77,20,0,True,False,False
0,48,78,0,True,False,False
0,78,48,0,True,False,False
0,95,0,0,True,False,False
0,0,95,0,True,False,False
0,95,28,0,True,False,False
0,28,95,0,True,False,False
0,18,6,0,True,False,False
0,6,18,0,True,False,False
0,18,28,0,True,False,False
0,28,18,0,True,False,False
0,40,32,0,True,False,False
0,32,40,0,True,False,False
0,32,86,0,True,False,False
0,86,32,0,True,False,False
0,32,25,0,True,False,False
0,25,32,0,True,False,False
0,19,93,0,True,False,False
0,93,19,0,True,False,False
0,86,19,0,True,False,False
0,19,86,0,True,False,False
0,5,6,0,True,False,False
0,6,5,0,True,False,False
0,5,28,0,True,False,False
0,28,5,0,True,False,False
0,43,45,0,True,False,False
0,45,43,0,True,False,False
0,65,105,0,True,False,False
0,105,65,0,True,False,False
0,96,42,0,True,False,False
0,42,96,0,True,False,False
0,96,92,0,True,False,False
0,92,96,0,True,False,False
0,42,47,0,True,False,False
0,47,42,0,True,False,False
0,42,44,0,True,False,False
0,44,42,0,True,False,False
0,46,97,0,True,False,False
0,97,46,0,True,False,False
0,105,27,0,True,False,False
0,27,105,0,True,False,False
0,105,33,0,True,False,False
0,33,105,0,True,False,False
0,1,27,0,True,False,False
0,27,1,0,True,False,False
0,1,36,0,True,False,False
0,36,1,0,True,False,False
0,78,79,0,True,False,False
0,79,78,0,True,False,False
0,78,36,0,True,False,False
0,36,78,0,True,False,False
0,63,79,0,True,False,False
0,79,63,0,True,False,False
0,63,36,0,True,False,False
0,36,63,0,True,False,False
0,6,24,0,True,False,False
0,24,6,0,True,False,False
0,6,28,0,True,False,False
0,28,6,0,True,False,False
0,28,0,0,True,False,False
0,0,28,0,True,False,False
0,28,16,0,True,False,False
0,16,28,0,True,False,False
0,0,41,0,True,False,False
0,41,0,0,True,False,False
0,47,56,0,True,False,False
0,56,47,0,True,False,False
0,47,8,0,True,False,False
0,8,47,0,True,False,False
0,47,31,0,True,False,False
0,31,47,0,True,False,False
0,47,13,0,True,False,False
0,13,47,0,True,False,False
0,47,44,0,True,False,False
0,44,47,0,True,False,False
0,47,51,0,True,False,False
0,51,47,0,True,False,False
0,47,50,0,True,False,False
0,50,47,0,True,False,False
0,47,100,0,True,False,False
0,100,47,0,True,False,False
0,86,21,0,True,False,False
0,21,86,0,True,False,False
0,40,98,0,True,False,False
0,98,40,0,True,False,False
0,103,53,0,True,False,False
0,53,103,0,True,False,False
0,88,103,0,True,False,False
0,103,88,0,True,False,False
0,103,104,0,True,False,False
0,104,103,0,True,False,False
0,82,70,0,True,False,False
0,70,82,0,True,False,False
0,81,82,0,True,False,False
0,82,81,0,True,False,False
0,82,92,0,True,False,False
0,92,82,0,True,False,False
0,44,100,0,True,False,False
0,100,44,0,True,False,False
0,92,44,0,True,False,False
0,44,92,0,True,False,False
0,16,60,0,True,False,False
0,60,16,0,True,False,False
0,16,41,0,True,False,False
0,41,16,0,True,False,False
0,24,16,0,True,False,False
0,16,24,0,True,False,False
0,11,60,0,True,False,False
0,60,11,0,True,False,False
0,24,11,0,True,False,False
0,11,24,0,True,False,False
0,25,11,0,False,True,False
0,11,25,0,False,True,False
0,11,84,0,False,True,False
0,84,11,0,False,True,False
0,60,10,0,False,True,False
0,10,60,0,False,True,False
0,60,37,0,False,True,False
0,37,60,0,False,True,False
0,79,36,0,False,True,False
0,36,79,0,False,True,False
